path_num,teo_path_dist,teo_path_Xdist,teo_path_Ydist,teo_path_time,avg_path_vel,energy
92,18.370872973743204,15.0,9.0,619,0.029678308519779005,4578260.704584748
93,26.487806144337682,17.0,18.0,643,0.04119409975791241,7199079.689307932
94,36.90892226463913,32.0,15.0,627,0.058865904728292076,8394815.1561795
95,30.772891497893472,19.0,21.0,621,0.049553770528008814,5808489.041012255
96,22.223493102763996,12.0,18.0,652,0.03408511212080367,5345467.177846212
97,42.48358227219891,24.0,29.0,667,0.06369352664497588,7747371.8342989
98,32.59592557075681,25.0,17.0,610,0.05343594355861772,7950555.193701383
99,44.952130007488854,37.0,22.0,654,0.0687341437423377,8398454.857854776
100,35.53840776159146,22.0,27.0,688,0.05165466244417363,7869472.985710241
101,33.2720218389875,28.0,14.0,679,0.04900150491750736,7537193.304440167
102,27.88088685084721,14.0,22.0,693,0.04023215995793249,6676485.835479584
103,37.36513572637222,21.0,21.0,656,0.05695904836337229,2804954.0446359627
104,24.977182167075235,13.0,19.0,630,0.03964632090011942,4322362.404151987
105,47.08429923128091,38.0,26.0,655,0.0718844263072991,6334051.641406339
106,37.737465207107284,16.0,31.0,691,0.05461282953271677,4646375.181214887
107,35.106050552345366,19.0,25.0,686,0.05117500080516817,8914444.39044016
108,16.8275523565834,11.0,10.0,641,0.026252031757540404,4669901.922157973
109,43.583669737307495,35.0,21.0,650,0.06705179959585769,8278406.005689675
110,22.28574092690949,18.0,10.0,654,0.03407605646316436,6134279.590357859
111,39.88982525477232,33.0,19.0,659,0.06053084257173341,7293995.377728536
112,28.70987537172968,10.0,26.0,624,0.04600941565982321,5831034.24243436
113,38.90748647609453,29.0,19.0,656,0.05931019279892459,8471722.52129245
114,32.12059100017112,16.0,25.0,686,0.04682301895068676,7684969.627785642
115,24.76818657675582,12.0,19.0,666,0.0371894693344682,7720070.9734096965
116,34.4264598580249,28.0,16.0,657,0.05239948228009878,6699775.63356168
117,36.78097757169658,18.0,28.0,688,0.053460723214675265,7719347.736763635
118,29.625804507939808,21.0,17.0,682,0.04343959605269766,6141536.847679806
119,37.56438113674242,24.0,27.0,653,0.057525851664230354,7385481.974987183
120,44.41481305822044,28.0,31.0,650,0.06833048162803144,8349698.688860313
121,43.159844794557,35.0,20.0,615,0.0701786094220439,7135197.621467492
122,41.12395817489141,23.0,26.0,692,0.059427685223831524,9198403.959160132
123,27.625966297163274,12.0,21.0,618,0.044702210836833775,8026157.973357992
124,29.912465237999957,17.0,22.0,645,0.04637591509767435,7571816.580894466
125,35.12673718785676,25.0,21.0,661,0.05314181117678784,8470762.728583066
126,28.384951624304016,12.0,23.0,676,0.04198957340873375,8322699.774090063
127,42.00006605647102,32.0,14.0,685,0.061313965045943095,8003467.6578451395
128,34.63416502104279,19.0,25.0,654,0.05295743887009601,7108576.6150759
129,31.146991095631865,27.0,10.0,634,0.04912774620762124,7250955.71244604
130,30.40764436122046,20.0,18.0,667,0.04558867220572783,7585289.127899988
131,45.77312318581651,28.0,35.0,653,0.07009666644076035,5510248.414252188
132,39.7808124243838,27.0,23.0,668,0.059552114407760176,8631532.469511164
133,24.812228710419518,17.0,16.0,678,0.03659620753749192,7641368.090167442
134,31.44936139230892,21.0,19.0,684,0.045978598526767424,6989344.849489684
135,33.1808119906846,27.0,17.0,642,0.05168350777365203,7012770.4908054955
136,36.38730108094935,26.0,19.0,662,0.05496571160264252,8426990.686248766
137,22.53390855177963,12.0,17.0,682,0.033040921630175406,8555705.662311621
138,30.843766846610826,21.0,15.0,698,0.044188777717207486,8950758.40566144
139,33.12509679982665,21.0,21.0,696,0.0475935298848084,8991837.80068271
140,37.40166763898144,29.0,21.0,688,0.05436288901014745,7962918.171530307
141,41.278079244909605,32.0,21.0,677,0.06097205206042778,8614297.15854474
142,30.894381468011048,21.0,19.0,669,0.04617994240360396,8449428.100340242
143,42.06964831854095,18.0,34.0,609,0.06907988229645476,8115944.379136889
144,23.20258278645655,15.0,16.0,698,0.03324152261669993,7712006.747230245
145,26.527300430865456,17.0,17.0,631,0.0420400957699928,7095285.277495091
146,31.589906418457083,17.0,24.0,669,0.047219591058979195,5288029.576007458
147,47.71800425437148,29.0,26.0,672,0.0710089349023385,7613489.873135437
148,38.60765581778925,23.0,27.0,692,0.055791410141313946,7813949.606465522
149,47.387524920150874,29.0,33.0,658,0.07201751507621713,8446388.54382427
150,42.54201996852279,37.0,17.0,659,0.06455541725117267,8466029.44071072
151,36.32170277031405,26.0,21.0,632,0.05747104868720577,8451536.463833159
152,39.589418917608334,34.0,18.0,650,0.060906798334782054,7255883.9009932745
153,38.561114717165545,23.0,29.0,676,0.057043069108233056,8764052.709857658
154,36.76602438412453,21.0,25.0,629,0.05845154910035696,8409660.545968886
155,22.113122279787035,12.0,15.0,693,0.03190926735900005,6829978.510358294
156,44.256236405992155,27.0,31.0,697,0.06349531765565589,8404028.126596548
157,41.31370849898476,32.0,18.0,648,0.06375572299226043,7042082.199306356
158,31.86485697534946,23.0,21.0,625,0.05098377116055914,5987816.451656492
159,30.634036416567614,24.0,18.0,659,0.04648563947885829,7567501.690670999
160,37.68441291359379,20.0,28.0,694,0.05430030679192189,8842664.092503231
161,38.170788648609104,34.0,14.0,673,0.056717367977130916,8663967.93216216
162,43.108275501163355,20.0,33.0,685,0.06293178905279322,7497142.328182828
163,43.178333907415805,34.0,23.0,612,0.07055283318205197,8102982.548477002
164,25.569296713402508,10.0,22.0,664,0.03850797697801583,4881897.147214966
165,25.302757382371414,15.0,17.0,662,0.03822168788877857,6064845.884750009
166,30.358067874092505,20.0,20.0,689,0.04406105642103411,7478610.1150180325
167,30.07909976250385,21.0,19.0,633,0.04751832505924779,4899817.9467110345
168,37.6140950210309,19.0,30.0,689,0.054592300465937445,8913770.24034
169,31.547037840351425,24.0,18.0,677,0.04659828336831821,7575594.856349398
170,31.65536869969683,23.0,16.0,691,0.045810953255711766,6170819.794680376
171,37.2229776884842,19.0,27.0,642,0.05797971602567632,5806221.008868612
172,43.269664362738396,22.0,35.0,682,0.0634452556638393,8115300.560686683
173,58.801105757496856,42.0,32.0,684,0.08596652888522932,8375933.233132675
174,32.372664201238216,15.0,21.0,615,0.0526384783759971,2019487.8582078847
175,29.84220685749942,25.0,9.0,624,0.04782404945112086,7256355.077954024
176,25.230020324411772,19.0,12.0,613,0.04115827132856733,4471183.917425035
177,52.31521966590027,26.0,40.0,634,0.08251611934684586,7254432.782685176
178,34.84348040436636,24.0,19.0,646,0.053937276167749786,5867842.400311512
179,26.17008732545826,12.0,18.0,694,0.03770905954676983,6620692.963136961
180,29.27925014410897,22.0,17.0,666,0.043962838054217676,6088169.739049008
181,28.897943468657363,19.0,18.0,688,0.04200282480909501,5928690.480915554
182,33.81665382639197,23.0,15.0,666,0.05077575649608404,7558676.322605787
183,36.17170498819584,28.0,15.0,683,0.05296003658593827,7763046.676445574
184,47.77312318581651,28.0,35.0,641,0.07452905333200703,8535247.885083308
185,50.05852188847382,30.0,35.0,638,0.0784616330540342,7238432.2990185
186,34.994415591375486,30.0,14.0,673,0.051997645752415285,7281137.956495921
187,31.978950542411145,14.0,27.0,682,0.04688995680705446,7632904.299896512
188,16.28878978139155,13.0,9.0,677,0.02406025078492105,4387329.620655513
189,35.51254872844225,17.0,30.0,695,0.05109719241502482,7926566.846419372
190,56.219520572924495,35.0,36.0,695,0.08089139650780502,7962964.889469714
191,29.371618407221288,18.0,18.0,684,0.04294096258365685,8044388.646120872
192,41.987960483249424,23.0,33.0,673,0.06238924291716111,7503767.579893297
193,22.785844453984343,14.0,15.0,681,0.033459389800270696,8490407.44992916
194,34.84514169934202,26.0,22.0,669,0.05208541360140811,5291434.74396751
195,42.726398891936576,13.0,36.0,671,0.06367570624729743,7790055.582035235
196,30.833816036023418,19.0,19.0,652,0.04729112888960647,7954284.379666428
197,34.5950395049101,30.0,16.0,695,0.04977703525886345,6113960.230029899
198,43.02105910061533,28.0,28.0,691,0.06225913039162856,7798638.432077949
199,41.22326745848311,33.0,24.0,693,0.05948523442782555,6765325.947347977
200,33.41047221465725,16.0,26.0,676,0.0494237754654693,7623793.27383029
201,37.24102010732462,22.0,26.0,680,0.05476620604018327,8560671.95405568
202,35.91603376602739,26.0,18.0,640,0.056118802759417795,8046402.977087463
203,31.551695824775184,27.0,13.0,676,0.04667410624966743,7545272.360858232
204,23.982831776476395,15.0,12.0,661,0.03628265019134099,5319587.777151145
205,39.521815720985025,13.0,35.0,675,0.058550838105163,7410413.917010296
206,36.11392592530394,29.0,18.0,648,0.055731367168678915,6965089.033166819
207,43.736704382811816,31.0,30.0,675,0.06479511760416565,7461078.15419234
208,51.043182166609185,35.0,25.0,660,0.0773381547978927,8421983.601091089
209,26.225601863214994,18.0,13.0,670,0.03914268934808208,7253304.652938703
210,32.22405025694842,18.0,22.0,669,0.04816748917331603,7508850.006282127
211,53.996993713890916,31.0,35.0,653,0.08269064887272728,6604152.478668772
212,35.78790054828308,31.0,13.0,695,0.051493382083860555,26258411.224889703
213,39.09074288940218,27.0,21.0,659,0.05931827449074686,23358440.362479813
214,52.74955960440721,38.0,30.0,663,0.07956193002173033,23060979.552259862
215,38.628890024314614,22.0,26.0,687,0.056228369758827675,21605943.81093293
216,42.50199321698797,21.0,34.0,670,0.06343581077162383,19959015.16851934
217,37.473508075884354,27.0,17.0,646,0.05800852643325751,17873640.796238832
218,39.03269823516143,22.0,28.0,663,0.05887284801683474,17854905.113122318
219,39.992400069718045,20.0,31.0,661,0.060502874538151355,16795287.42776967
220,31.046752569155863,14.0,24.0,626,0.0495954513884279,16150907.343051136
221,42.96007881702939,36.0,16.0,680,0.06317658649563146,16967019.176342864
222,27.65112959852299,15.0,17.0,675,0.04096463644225628,14478799.974745933
223,39.437870063271916,27.0,22.0,672,0.058687306641773684,14248805.270172255
224,26.462185144412175,15.0,17.0,659,0.04015506091716567,13372893.0187498
225,27.89774575543882,16.0,21.0,689,0.040490197032567225,14005177.878778914
226,56.438625634707634,46.0,27.0,682,0.08275458304209331,14763957.62691912
227,43.242488555152526,36.0,20.0,635,0.06809840717346854,13904796.978011701
228,45.74244396901271,26.0,29.0,695,0.06581646614246434,14404136.17612677
229,62.79598358711425,37.0,44.0,695,0.09035393321886942,14194525.59469564
230,52.87160929135538,38.0,25.0,629,0.084056612545875,13131499.354575304
231,45.9556246305193,34.0,25.0,683,0.06728495553516735,14093247.99626629
232,63.046748590119606,35.0,46.0,661,0.09538086019685266,12943947.166941088
233,42.04648603224352,17.0,33.0,672,0.06256917564321952,11221376.811715703
234,38.11274781303311,22.0,29.0,650,0.05863499663543555,9175507.967767958
235,51.52846354084775,31.0,33.0,683,0.07544430972305674,9802992.172447057
236,41.52889321402177,28.0,21.0,619,0.06709029598388008,8954926.184486551
237,48.35023188854984,35.0,30.0,665,0.07270711562187947,9329400.937463403
238,55.72630148156319,45.0,25.0,669,0.08329790953895844,9787774.027358763
239,40.071133868336496,22.0,25.0,693,0.05782270399471356,9604508.941054381
240,34.29153163434991,17.0,25.0,665,0.051566212983984824,8926826.47716226
241,37.147723336533325,23.0,26.0,673,0.05519721149559186,9201205.078084009
242,34.23929638213388,28.0,17.0,660,0.05187772179111194,8683677.156410376
243,26.696383925166554,18.0,15.0,678,0.03937519752974418,9048082.164019708
244,35.72715551226054,25.0,21.0,630,0.056709770654381805,8200391.062344725
245,41.26090413613525,28.0,23.0,676,0.0610368404380699,9293705.859178131
246,40.80273578211554,29.0,23.0,661,0.06172879846008403,8957600.029263271
247,48.90454447680988,39.0,20.0,649,0.07535368948660999,8851124.636704572
248,23.133325560164025,17.0,10.0,659,0.0351036806679272,8482229.953721086
249,42.885322296710214,29.0,28.0,699,0.06135239241303321,9608088.103933115
250,43.744395791209314,27.0,33.0,661,0.06617911617429548,8902333.406014077
251,50.2564279287457,25.0,37.0,623,0.08066842364164639,9015381.908834381
252,31.15508315102942,22.0,15.0,644,0.04837745830905189,8786790.367867762
253,30.63403914841404,18.0,23.0,677,0.04524968855009459,8862323.16456158
254,42.04180587379639,30.0,21.0,673,0.06246925092688914,9123103.213791084
255,44.84915575788805,30.0,30.0,655,0.0684719935234932,8674532.895858718
256,45.175670305032796,32.0,29.0,669,0.06752716039616262,9058022.042428978
257,35.242706743590304,28.0,17.0,668,0.0527585430293268,8762579.737344585
258,43.77840651130218,23.0,36.0,654,0.06693945949740394,8669938.867690258
259,41.67985839811381,22.0,31.0,692,0.0602310092458292,9431195.233878247
260,44.04473377287576,41.0,11.0,648,0.06797026816801814,8674185.183530532
261,40.61816846971441,24.0,28.0,633,0.06416772270097064,8268583.439296758
262,61.603171812137255,37.0,41.0,676,0.09112895238481843,9474417.81306691
263,37.69346370648207,23.0,25.0,695,0.05423519957767205,9347299.68282277
264,41.74089236274615,23.0,29.0,693,0.06023216791161061,9343519.021083284
265,37.26463066298389,25.0,21.0,694,0.05369543323196526,9345668.554872468
266,35.22405025694842,28.0,17.0,684,0.05149714949846261,9048509.517440766
267,56.50057789559146,41.0,34.0,697,0.08106252208836652,9682001.221582972
268,36.10110455923567,30.0,14.0,670,0.05388224561079951,8825924.994370574
269,40.14752453500817,28.0,28.0,679,0.05912742935936403,8930955.713758236
270,25.454393421909465,14.0,18.0,681,0.037377963908824474,8773637.965308992
271,35.685339390596006,22.0,24.0,629,0.05673344895166297,7978535.207124947
272,46.38456272728373,33.0,21.0,688,0.06741942256872635,9307132.370048322
273,46.35837204346147,27.0,33.0,667,0.06950280666186127,8977495.724673051
274,32.94310677639486,27.0,14.0,661,0.04983828559212536,8468104.509619484
275,52.73789529453561,30.0,40.0,658,0.08014877704336719,8773291.704852663
276,37.424108273305855,20.0,30.0,642,0.05829300354097485,8246063.2536143605
277,32.7939687698704,23.0,16.0,644,0.05092231175445715,8102647.552023295
278,26.439193795095687,14.0,20.0,682,0.03876714632711978,5965691.072025361
279,45.005649036045554,30.0,31.0,691,0.0651311852909487,26216634.514368072
280,58.8079493486166,39.0,36.0,683,0.08610241485888229,25677563.202155493
281,34.74917566581572,24.0,20.0,664,0.052333095882252594,21407052.22346876
282,36.72715746840888,13.0,31.0,627,0.05857600872154527,20053240.12365667
283,36.4163145853538,19.0,27.0,686,0.053085006684189216,20086580.463987418
284,31.891751327792807,11.0,26.0,680,0.046899634305577656,18719025.698634047
285,38.39529262043221,29.0,23.0,675,0.056881914993232904,17365229.81488364
286,35.75593981955618,32.0,11.0,606,0.05900320102236994,15178423.811028002
287,24.87433179682131,10.0,20.0,653,0.038092391725606904,14727538.098951869
288,36.19356285111841,34.0,8.0,686,0.052760295701338784,15011637.44802887
289,42.50194842661827,28.0,27.0,698,0.060891043591143654,15607796.05116089
290,31.93890542131228,19.0,22.0,691,0.04622128136224643,14535755.543182315
291,54.941125496954285,37.0,32.0,671,0.08187947167951458,14996827.064231524
292,43.962828140233235,35.0,20.0,613,0.07171750104442616,13704701.991589576
293,55.25793720847218,41.0,31.0,670,0.0824745331469734,14576198.74968974
294,33.13913347822749,7.0,31.0,693,0.0478198174288997,14208130.775456809
295,40.18236359695116,28.0,24.0,697,0.05765044992388976,14273977.216793519
296,34.35887364189309,27.0,17.0,684,0.050232271406276445,12399911.448756164
297,34.04675273072522,16.0,25.0,698,0.048777582708775385,11998449.271861576
298,53.84737668161944,36.0,35.0,679,0.07930394209369579,12184501.54168814
299,47.015339721864635,22.0,31.0,637,0.07380744069366504,25441921.59911039
300,32.30675196947547,20.0,21.0,635,0.050876774755079485,23281740.279606674
301,43.81075064812709,38.0,14.0,681,0.0643329671778665,23257141.322837897
302,36.159922962626744,24.0,22.0,681,0.05309827160444456,21261160.424630757
303,25.557900792370614,21.0,10.0,623,0.04102391780476824,18390788.91493906
304,36.20865182107423,26.0,21.0,668,0.0542045685944225,18648547.192784593
305,41.21885908171533,16.0,36.0,637,0.06470778505763788,16862677.358305532
306,42.07800832940927,24.0,30.0,661,0.06365810639850117,16854262.052113052
307,50.8172533222393,35.0,34.0,678,0.0749517010652497,17719871.087564748
308,38.43172538357498,23.0,25.0,697,0.05513877386452651,16824589.460246265
309,48.14578825297823,37.0,25.0,653,0.0737301504639789,14873912.251245916
310,48.57833916196864,21.0,41.0,674,0.07207468718392973,14791605.773083929
311,40.45109581947193,27.0,21.0,658,0.06147582951287527,13839242.59477624
312,42.16925839019185,20.0,35.0,635,0.06640828092943599,13082661.163777415
313,45.25377585029079,24.0,28.0,698,0.06483348975686361,14983412.880719718
314,45.2842712474619,28.0,29.0,659,0.06871664832695282,13870601.795463253
315,49.333794435767544,31.0,34.0,698,0.07067878858992485,14853681.402857564
316,33.70482583153146,26.0,13.0,645,0.05225554392485497,12882239.900880361
317,55.000384028915214,41.0,29.0,675,0.08148205041320772,14616103.979003463
318,33.84337502079841,23.0,23.0,683,0.049551061523862974,11826100.589882556
319,19.505046212075655,15.0,10.0,689,0.028309210757729544,11688534.005181326
320,40.028660454557404,28.0,19.0,680,0.05886567713905501,12703795.323087022
321,37.271691786266985,20.0,25.0,678,0.054972996734907055,9995373.993596382
322,49.87012374155982,38.0,27.0,672,0.07421149366303545,9980003.758998368
323,41.80551953152104,26.0,28.0,671,0.06230330779660364,9423711.046230668
324,32.576458579635805,15.0,26.0,646,0.05042795445764056,8547766.999381753
325,39.041455442491916,23.0,29.0,672,0.058097403932279634,9146936.991513645
326,49.38327492202912,39.0,26.0,670,0.07370638048064049,9511005.628272923
327,35.956779275787326,24.0,18.0,691,0.052035860022847075,23089644.32346544
328,37.44016144898765,31.0,15.0,638,0.05868363863477689,19771124.031094775
329,37.4243059865244,23.0,26.0,637,0.058750872820289485,19124506.611679025
330,41.09013123933392,34.0,18.0,665,0.061789671036592365,18928804.101547003
331,38.37207653549379,22.0,27.0,633,0.060619394210890666,18113269.551775686
332,41.75138609910855,22.0,31.0,641,0.06513476770531755,16707410.368917258
333,43.13380692966532,34.0,25.0,693,0.062242145641652695,17793823.829489693
334,48.8242957148842,34.0,32.0,685,0.07127634410932,17444457.41684512
335,35.14220168020197,22.0,23.0,620,0.056680970451938664,15044686.693454899
336,37.80273578211554,31.0,18.0,687,0.055025816276732954,15665498.926340036
337,51.56857712891578,35.0,32.0,652,0.07909290970692603,15471033.208063398
338,44.193562851118415,23.0,27.0,668,0.06615802822023714,14114053.400850365
339,52.018910285980674,23.0,35.0,675,0.07706505227552693,14135416.778278176
340,40.26463066298388,26.0,23.0,674,0.05973980810531734,12894266.159658516
341,43.322365877680454,34.0,19.0,620,0.06987478367367815,12835923.327759393
342,57.72291830330235,46.0,27.0,647,0.08921625703756159,13322829.409001427
343,34.52846354084776,20.0,27.0,688,0.05018672026286011,12714992.587378323
344,40.43620353823769,26.0,26.0,618,0.0654307500618733,12410272.932440992
345,40.99851445020445,24.0,20.0,659,0.06221322374841343,12980868.247392397
346,48.69017902347135,21.0,39.0,629,0.07740886967165557,12007325.121958945
347,31.38849326839831,13.0,24.0,677,0.046364096408269294,11920570.274322357
348,41.12059100017112,21.0,25.0,615,0.06686274959377417,12027200.202890016
349,55.82674625054327,37.0,34.0,649,0.08601963983134557,12169644.19882513
350,36.22405025694842,12.0,30.0,663,0.054636576556483296,10575435.28051359
351,41.356890665593944,25.0,30.0,674,0.061360371907409415,9952905.162764167
352,48.06346788158351,37.0,25.0,692,0.06945587844159468,9417305.99505786
353,29.25304747022515,25.0,13.0,629,0.04650722968239293,7635661.455204808
354,43.77615376816526,31.0,29.0,683,0.0640939293823796,9011837.911790987
355,44.0711999248075,37.0,16.0,696,0.06332068954713721,8604711.92667965
356,46.70243972962968,30.0,32.0,698,0.0669089394407302,9168248.513502235
357,29.38108603460158,22.0,16.0,660,0.044516797022123605,7584478.761536704
358,30.56804390453679,25.0,14.0,699,0.04373110715956622,8360712.610939717
359,58.43281394936034,43.0,32.0,649,0.09003515246434567,8848533.367869183
360,43.89129554927098,25.0,32.0,672,0.06531442790070086,8524213.202667443
361,40.84026230764341,17.0,31.0,632,0.06462066820829653,7443337.96675349
362,49.40148815359964,35.0,33.0,632,0.07816691163544247,8743301.86556291
363,35.24926361418423,19.0,26.0,698,0.050500377670751044,8048718.046254573
364,39.60070856121179,27.0,24.0,668,0.05928249784612543,8297662.8770328965
365,53.099236260149674,31.0,34.0,672,0.07901672062522273,8914675.38965352
366,47.929352198600064,34.0,31.0,626,0.07656446038115026,8409567.263557523
367,42.768884152325036,34.0,18.0,637,0.06714110541966253,7359365.198347122
368,49.00648645778597,36.0,28.0,638,0.07681267469872409,7970164.180678193
369,45.202035530734705,38.0,17.0,669,0.06756657030005188,8549051.02849799
370,39.0070970952236,25.0,26.0,633,0.06162258624837851,7976995.696743748
371,28.949979386555995,17.0,20.0,643,0.04502329609106687,7605862.789446391
372,28.09083264970256,18.0,19.0,655,0.042886767404126044,7175143.127171913
373,33.45894733524885,18.0,24.0,688,0.04863219089425705,7898315.481815681
374,45.37064524338874,14.0,36.0,634,0.07156253192963524,7725976.830976215
375,46.47188749608968,37.0,25.0,669,0.06946470477741357,7888442.005810493
